Topic,Count,Name,Representation,Representative_Docs
110,71,110_roof_rooftop_terrace_rooftop bar,"['roof', 'rooftop', 'terrace', 'rooftop bar', 'roof terrace', 'roof bar', 'bar', 'private', 'rooftop terrace', 'private function', 'closed', 'open', 'function', 'bar open', 'bar roof']","['roof terrace closed unneccasarily on any hint of rain', 'couldn t use the roof terrace as there was a private function', 'not allowed access to roof terrace']"
111,71,111_eggs_scrambled_scrambled eggs_egg,"['eggs', 'scrambled', 'scrambled eggs', 'egg', 'poached', 'scrambled egg', 'cooked', 'eggs breakfast', 'poached eggs', 'fried', 'eggs cooked', 'breakfast', 'mushrooms', 'runny', 'breakfast wasn']","['they always run out of scrambled eggs at breakfast', 'scrambled eggs at breakfasts were not so good', 'the fried eggs were awful and the scrambled eggs cold']"
112,71,112_deluxe_deluxe room_deluxe double_double,"['deluxe', 'deluxe room', 'deluxe double', 'double', 'double deluxe', 'room deluxe', 'booked deluxe', 'deluxe rooms', 'room', 'described', 'bigger', 'room described', 'walk bed', 'small', 'rooms']","['deluxe double has a milky window which is in openable', 'the deluxe room didn t feel particularly deluxe or special in any way', 'deluxe room was very small for 151 also booked twin deluxe room for 167 think this was overpriced']"
113,70,113_desk_desk staff_staff desk_staff,"['desk', 'desk staff', 'staff desk', 'staff', 'rude', 'welcoming', 'helpful', 'smile', 'friendly', 'feel uncomfortable', 'help', 'customer', 'parking staff', 'questions', 'attentive']","['staff at front desk were not very slow and not very welcoming', 'the frint desk receptists were not friendly at all', 'front desk staff a little offhanded']"
114,68,114_lounge_executive lounge_club_executive,"['lounge', 'executive lounge', 'club', 'executive', 'club lounge', 'club room', 'snacks', 'breakfast', 'offer', 'upgrade', 'access', 'choice', 'upgraded club', 'food', 'alcoholic']","['the executive lounge could have had more variety in the evening', 'problem with executive lounge one day', 'disappointed that the executive lounge was not open']"
115,67,115_bacon_sausages_breakfast bacon_eggs,"['bacon', 'sausages', 'breakfast bacon', 'eggs', 'bacon breakfast', 'breakfast', 'cooked', 'scrambled', 'egg', 'quality', 'fat', 'undercooked', 'scrambled eggs', 'inedible', 'better quality']","['the bacon at breakfast streaky and full of fat also poor quality sausages', 'bacon and sausages were not browned enough and very pale the scrambled egg was extremely milky', 'it needed bacon as well as sausages at breakfast']"
116,66,116_tax_city tax_city_pay,"['tax', 'city tax', 'city', 'pay', 'person night', 'charged', 'added', 'booking', 'euro', 'taxes', 'tax included', 'euros', 'person', 'paid', 'price']","['i didn t like payment of the city tax was seperat not with the room price', 'if the inclusion or exclusion of the city tax was advised befor checking in', 'city tax for somewhere that s not in the city']"
117,65,117_parking_breakfast_expensive breakfast_london,"['parking', 'breakfast', 'expensive breakfast', 'london', 'car', 'price', 'parking place', 'breakfast parking', 'breakfast included', 'included', 'expensive', 'park', 'place', 'included price', 'pricey']","['the crew very cold no parking place diferent price betwen reservation and price on place no breakfast included in price of accomodation', 'breakfast a bit better than standard fresh fruits only standard no strawberry s blueberry s blackberry s eg coffee cappuccino was self service with small cups tooling machine sounds on weekend room one window can opened the room temperature regulated not higher than approx 20 c television not worked 1 1 2 day parking your problem to come in no parking place at hotel no wallet service this time you stand with your car at the entry in a small oneway street and directly at a traffic sign behind you other cars how to come into the hotel next parking place with cost lower than appox 50 day is half a mile away gym the only bike did not work staff i informed the staff about the findings and the get this information friendly but without any feedback at the evening second day the tv works hurrah bill the bill was 100 higher than expected from booking com i work on this issue', 'staff parking on street excensive breakfast']"
118,63,118_reception_check_reception check_staff reception,"['reception', 'check', 'reception check', 'staff reception', 'slow', 'wait', 'minutes', 'reception busy', 'reception staff', 'long', 'busy', 'waiting', 'reception desk', 'reception reception', 'took']","['reception was unattended when i arrived with a note and phone number calling the number just made the phone on the reception desk ring and it was not answered had to wait 10mins or so for somebody to return which was not great after a long journey and had to get changed and get to function fairly swiftly i saw the same note a few other times passing reception so appeared fairly common', 'waiting at reception as too many check ins and less counters', 'it took 30 minutes to check in not enough staff on reception we were given a disabled person s room which was not very good but had no time to go back to ask to change delayed because of reception']"
119,61,119_trains_train_noise trains_noise,"['trains', 'train', 'noise trains', 'noise', 'railway', 'station', 'passing', 'underground', 'noisy', 'hear train', 'hear', 'tracks', 'line', 'train station', 'underground trains']","['noise from trains and building site next door', 'the property is old and it s by the train tracks so you have noise issues from the trains', 'trains are passing near by but the windows keep quiet']"
120,59,120_drilling_building work_work_woken,"['drilling', 'building work', 'work', 'woken', 'construction work', 'building', 'construction', '8am', 'morning', 'hammering', 'works', 'going', 'work going', 'banging', 'early']","['this hotel is an absolute no go not only are the rooms incomprehensibly small for a 4 hotel but at 8 in the morning we were awoken by construction work strong high pitch drilling noise not on 1 side of the room but on 2 sides it was such a strong drilling noise that i recorded it i can make it available to whomever wants it impossible to sleep to work or basically to stay in the room i called the reception and the guy there told me in a very impolite way that it wasn t his fault and when told that it was not correct to rent such a room he answered that he wasn t supposed to know about the construction work and that i could complain to whomever i wanted it wouldn t change the problem after investigation quickly it appeared that it wasn t the first day of the said construction work so they basically rented the room to us knowingly at a high rate', 'backed on to building work so was woken up at 8am to drilling and a grinder single bed was really squeeky', 'was woken by loud drilling building work going in on 2 days of stay']"
121,56,121_bathrooms_bathroom_updated_updating,"['bathrooms', 'bathroom', 'updated', 'updating', 'dated', 'bathroom little', 'outdated', 'old', 'need', 'modern', 'need updated', 'bathrooms need', 'bathroom dated', 'fashioned', 'old fashioned']","['that the room wasn t modern was more for old people needed to be updated', 'the room is modern but the bathroom is a little dated and not well thought out', 'bathrooms need updating otherwise it s a very good hotel']"
122,55,122_alcohol_beer_licence_bar,"['alcohol', 'beer', 'licence', 'bar', 'gin', 'draught', 'drinks', 'serve', 'wine', 'alcohol hotel', 'cocktails', 'drink', 'selection', 'beers', 'alcoholic']","['no alcohol licence makes the bar a bit redundant', 'geen alcohol in restaurant of aan de bar', 'they do not serve alcohol wine beer in the restaurant and do not have a bar']"
123,54,123_hairs_hair_bathroom hair_cleaned,"['hairs', 'hair', 'bathroom hair', 'cleaned', 'bathroom', 'clean', 'previous', 'bathroom floor', 'floor', 'soap', 'sink', 'left', 'room clean', 'previous guest', 'bar bathroom']","['the only quibble were long hairs in the shower which were not ours', 'filthy bathroom tub had hairs in it and soap scum', 'bathroom cleaning could be improved hairs on floor behind doors etc']"
124,52,124_air_air conditioning_conditioning_cold,"['air', 'air conditioning', 'conditioning', 'cold', 'breakfast', 'breakfast room', 'breakfast cold', 'breakfast expensive', 'poor air', 'cold room', 'cold breakfast', 'air conditioner', 'hot', 'conditioning breakfast', 'breakfast poor']","['the air conditioning to cold for this time of year couldn t get the room warm and the breakfast room was also to cold in the morning', 'breakfast was very poor no air conditioning made room very warm and uncomfortable', '1 air conditioning badly worked it was too cold in room 2 breakfast is too expensive']"
125,51,125_vegetarian_vegan_vegetarians_options,"['vegetarian', 'vegan', 'vegetarians', 'options', 'chicken', 'options breakfast', 'breakfast', 'menu', 'food', 'meat', 'limited', 'choice', 'restaurant', 'don eat', 'choices']","['would have preferred few vegetarian options for breakie', 'not enough vegetarian options for breakfast', 'not many vegetarian and vegan options for breakfast']"
126,50,126_room service_service_phone_order,"['room service', 'service', 'phone', 'order', 'phone room', 'ordering room', 'ordering', 'rang', 'service took', 'service slow', 'downstairs', 'took', 'room', 'answer', 'button']","['the room service was slow and missing items requiring another call to room service', 'few small issues on the telephone the 7 button is stuck making it difficult to call the long and complicated room service number small details matter and shoulnd t there be a single button to dial room service also it seems asking for a spare toothbrush does not constitute as room service in a 4 star hotel which is odd they asked me to come downstairs to pick one up then when i got downstairs they couldn t find one and said they would send one up the staff that i spoke to were not extremely friendly and when you re on the phone to room service they are not extremely helpful either in fact it seems they re quite busy to the point where they re almost insisting you get off the phone that s how i felt one more thing when you re in bed you d like to turn off all the lights with the light switch but it seems most of the lights you have to manually turn them off at the power switches which is a bit annoying once you re cosy and in bed', 'room service phone always engaged customer services said they would get them to ring back but they never did']"
127,50,127_croissants_croissant_french_pastry,"['croissants', 'croissant', 'french', 'pastry', 'fresh', 'france', 'breakfast', 'coffee', 'eggs', 'didn breakfast', 'bread', 'fresh breakfast', 'breakfast poor', 'breakfast couldn', 'breakfast better']","['minus points for us where the neighbourhood close to metro but not a very nice area to walk to the hotel in the evening the breakfast enough variety for french standards but croissants where stale every day that s a pity in france there are so many bakery s with freshly baked croissants every day', 'croissants ran out before the end of allotted time', 'for french breakfast they should have better croissants and baguette']"
